id,0,1,2,3,4,5,6,7,8,9
0,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-0.8166666666666667,-0.7333333333333333,-0.6333333333333333
1,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-0.8166666666666667,-0.7333333333333333,-1.2333333333333334
2,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-0.8166666666666667,-1.3666666666666667,-0.5833333333333334
3,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-0.8166666666666667,-1.3666666666666667,-1.2833333333333334
4,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-1.5,-0.7,-0.6
5,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-1.4833333333333334,-0.6833333333333333,-1.2666666666666666
6,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-1.5,-1.4,-0.5666666666666667
7,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-0.55,-1.4833333333333334,-1.4,-1.3166666666666669
8,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-0.8333333333333334,-0.7333333333333333,-0.6333333333333333
9,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-0.8166666666666667,-0.7333333333333333,-1.2166666666666666
10,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-0.8333333333333334,-1.3666666666666667,-0.6
11,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-0.8333333333333334,-1.3666666666666667,-1.2833333333333334
12,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-1.4833333333333334,-0.7,-0.6
13,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-1.4833333333333334,-0.6833333333333333,-1.2833333333333334
14,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-1.4833333333333334,-1.4,-0.55
15,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.5166666666666667,-1.0,-1.5,-1.4166666666666667,-1.3333333333333333
16,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-0.8333333333333334,-0.7333333333333333,-0.6333333333333333
17,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-0.8166666666666667,-0.7333333333333333,-1.2333333333333334
18,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-0.8166666666666667,-1.3666666666666667,-0.6
19,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-0.8333333333333334,-1.3666666666666667,-1.2833333333333334
20,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-1.4833333333333334,-0.7,-0.6
21,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-1.4833333333333334,-0.7,-1.2833333333333334
22,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-1.4833333333333334,-1.4,-0.55
23,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.95,-0.55,-1.5,-1.4166666666666667,-1.3333333333333333
24,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-0.8333333333333334,-0.7333333333333333,-0.6333333333333333
25,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-0.8166666666666667,-0.7333333333333333,-1.2833333333333334
26,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-0.8166666666666667,-1.4166666666666667,-0.5833333333333334
27,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-0.8333333333333334,-1.4166666666666667,-1.3166666666666669
28,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-1.5333333333333334,-0.7,-0.5833333333333334
29,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-1.55,-0.7,-1.3166666666666669
30,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-1.55,-1.45,-0.55
31,-0.5833333333333334,-0.55,-0.8166666666666667,-0.9,-0.8833333333333333,-0.9666666666666668,-1.75,-1.5333333333333334,-1.45,-1.35
32,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-0.8333333333333334,-0.7333333333333333,-0.6333333333333333
33,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-0.8333333333333334,-0.7333333333333333,-1.2333333333333334
34,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-0.8333333333333334,-1.3666666666666667,-0.6
35,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-0.8333333333333334,-1.3666666666666667,-1.2666666666666666
36,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-1.5,-0.7,-0.5833333333333334
37,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-1.4833333333333334,-0.7,-1.2666666666666666
38,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-1.4833333333333334,-1.4,-0.5666666666666667
39,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-0.55,-1.5,-1.4,-1.3
40,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.75,-0.8333333333333334,-0.7333333333333333,-0.6333333333333333
41,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.75,-0.8333333333333334,-0.7333333333333333,-1.2833333333333334
42,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.75,-0.8166666666666667,-1.4166666666666667,-0.5833333333333334
43,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.75,-0.8333333333333334,-1.4166666666666667,-1.3166666666666669
44,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.75,-1.5333333333333334,-0.7,-0.6
45,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.75,-1.5333333333333334,-0.7,-1.3166666666666669
46,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.7666666666666666,-1.55,-1.45,-0.55
47,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.5166666666666667,-1.75,-1.5333333333333334,-1.45,-1.35
48,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-0.8333333333333334,-0.75,-0.6333333333333333
49,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-0.8333333333333334,-0.7333333333333333,-1.25
50,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-0.8333333333333334,-1.3666666666666667,-0.6
51,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-0.8333333333333334,-1.3666666666666667,-1.2666666666666666
52,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-1.5,-0.7,-0.5833333333333334
53,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-1.4833333333333334,-0.7,-1.2666666666666666
54,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-1.5,-1.4166666666666667,-0.5666666666666667
55,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-0.55,-1.5,-1.4166666666666667,-1.3166666666666669
56,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-1.7666666666666666,-0.8166666666666667,-0.7333333333333333,-0.6333333333333333
57,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-1.7666666666666666,-0.8166666666666667,-0.7333333333333333,-1.2833333333333334
58,-0.5833333333333334,-0.55,-0.8333333333333334,-0.9,-1.3833333333333333,-0.95,-1.75,-0.8333333333333334,-1.4166666666666667,-0.6
