origins,destinations,path,free_flow_time
0,0,441496282#0 441496282#1 -115604043#2 279952229#2 279952229#3 279952229#4 279952229#5 115604057#1 -115604057#1,1.8504401760704283
0,0,441496282#0 441496282#1 441496282#2 441496282#3 -115604050#2 279952229#4 279952229#5 115604057#1 -115604057#1,1.8678671468587436
0,1,441496282#0 441496282#1 441496282#2 441496282#3 441496282#4 -115604047#2 -279952229#4,1.3327130852340936
0,1,441496282#0 441496282#1 441496282#2 441496282#3 -115604050#2 279952229#4 -279952229#4,1.310544217687075
1,0,154551772#1 115604051#0 115604051#1 279952229#1 279952229#2 279952229#3 279952229#4 279952229#5 115604057#1 -115604057#1,2.2695842483861792
1,0,154551772#1 115604051#0 -115602933#5 115604043#1 279952229#2 279952229#3 279952229#4 279952229#5 115604057#1 -115604057#1,2.2626614792785364
1,1,154551772#1 115604051#0 -115604051#0 115604051#0 -115602933#5 115604043#1 279952229#2 279952229#3 279952229#4 -279952229#4,2.7910528358211533
1,1,154551772#1 115604051#0 115604051#1 279952229#1 279952229#2 279952229#3 279952229#4 -279952229#4,1.7122613192145106
