id,0,1,2,3,4,5,6,7,8,9
0,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-2.05,-2.65,-2.65,-2.433333333333333
1,-1.35,-1.9666666666666663,-1.85,-2.1166666666666667,-1.3333333333333333,-2.05,-2.066666666666667,-2.65,-2.65,-0.9
2,-1.35,-1.9666666666666663,-1.85,-2.1166666666666667,-1.3166666666666669,-2.05,-2.066666666666667,-2.65,-1.15,-2.4
3,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-2.066666666666667,-2.65,-1.15,-0.9333333333333332
4,-1.35,-1.9666666666666663,-1.85,-2.1166666666666667,-1.3333333333333333,-2.066666666666667,-2.066666666666667,-0.8833333333333333,-2.6166666666666667,-2.4
5,-1.35,-1.9666666666666663,-1.8666666666666667,-2.1,-1.3333333333333333,-2.05,-2.066666666666667,-0.8833333333333333,-2.6166666666666667,-0.9
6,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-2.066666666666667,-0.8833333333333333,-1.15,-2.3666666666666667
7,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-2.066666666666667,-0.8833333333333333,-1.15,-0.9333333333333332
8,-1.35,-1.9666666666666663,-1.85,-2.1166666666666667,-1.3333333333333333,-2.05,-0.95,-1.9,-2.6166666666666667,-2.3833333333333333
9,-1.35,-1.9666666666666663,-1.8666666666666667,-2.1,-1.3333333333333333,-2.05,-0.95,-1.9,-2.6333333333333333,-0.9
10,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-0.95,-1.9,-0.85,-2.35
11,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-0.95,-1.9,-0.85,-0.8833333333333333
12,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-0.9333333333333332,-0.8833333333333333,-1.85,-2.3666666666666667
13,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-0.9333333333333332,-0.8833333333333333,-1.8666666666666667,-0.9
14,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-0.95,-0.8833333333333333,-1.15,-1.5833333333333333
15,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-2.05,-0.95,-0.8833333333333333,-1.15,-0.9333333333333332
16,-1.35,-1.9666666666666663,-1.85,-2.1166666666666667,-1.3333333333333333,-0.9,-2.033333333333333,-1.9,-2.6166666666666667,-2.3833333333333333
17,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-0.9,-2.033333333333333,-1.9,-2.6333333333333333,-0.9166666666666666
18,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-0.9,-2.033333333333333,-1.9,-0.85,-2.35
19,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-0.9,-2.033333333333333,-1.8833333333333333,-0.85,-0.8833333333333333
20,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-0.9,-2.033333333333333,-0.8666666666666667,-1.8666666666666667,-2.35
21,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-0.9,-2.033333333333333,-0.8666666666666667,-1.85,-0.8833333333333333
22,-1.35,-1.9666666666666663,-1.85,-2.1,-1.3333333333333333,-0.9,-2.033333333333333,-0.8833333333333333,-1.15,-1.6
