travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.9666666666666667,8,AV,1,0,0,82,-0.9666666666666667,"0,0"
0.9,14,AV,1,0,0,72,-0.9,"0,0"
0.95,10,AV,0,0,0,92,-0.95,"0,0"
1.1333333333333333,7,AV,0,0,0,131,-1.1333333333333333,"0,0"
0.48333333333333334,4,AV,0,0,0,125,-0.48333333333333334,"0,0"
1.05,2,AV,1,0,0,125,-1.05,"0,0"
0.9833333333333333,3,AV,0,0,0,143,-0.9833333333333333,"0,0"
0.75,6,AV,0,0,0,159,-0.75,"0,0"
1.0,9,AV,1,0,0,130,-1.0,"0,0"
1.0,5,AV,0,0,0,141,-1.0,"0,0"
0.9833333333333333,0,Human,1,0,0,56,-0.9833333333333333,"-0.2217422606191504,-0.4540436765058795"
0.85,1,Human,0,0,0,48,-0.85,"-0.2217422606191504,-0.4540436765058795"
1.0833333333333333,11,Human,1,0,0,47,-1.0833333333333333,"-0.2217422606191504,-0.4540436765058795"
0.9833333333333333,12,Human,1,0,0,58,-0.9833333333333333,"-0.2217422606191504,-0.4540436765058795"
1.0166666666666666,13,Human,1,0,0,77,-1.0166666666666666,"-0.2217422606191504,-0.4540436765058795"
