,travel_time,action,kind
0,0.85,0,Human
1,0.8666666666666667,0,Human
2,0.7666666666666667,0,Human
3,0.7666666666666667,0,Human
4,0.8833333333333333,1,AV
5,1.2166666666666666,0,Human
6,0.8833333333333333,1,AV
7,1.0,0,AV
8,0.4833333333333333,0,AV
9,1.2333333333333334,0,AV
10,0.8833333333333333,1,AV
11,0.95,1,AV
12,1.0,0,AV
13,1.0,0,AV
14,0.75,0,AV
