detid,flow
-115602933#5,22
-115604043#2,4
-115604047#2,31
-115604050#2,20
-115604051#0,22
-115604057#1,46
-279952229#4,53
115604043#1,22
115604051#0,67
115604051#1,23
115604057#1,46
154551772#1,45
279952229#1,23
279952229#2,49
279952229#3,49
279952229#4,69
279952229#5,46
441496282#0,55
441496282#1,55
441496282#2,51
441496282#3,51
441496282#4,31
