travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
4.783333333333333,0,Human,2,0,0,99,-4.783333333333333,"-13.849366955876667,-14.136841349950512,-15.120640981839738"
1.3166666666666667,1,Human,0,1,0,58,-1.3166666666666667,"-4.855603566264767,-5.107981656036644,-4.903654653085611"
7.266666666666667,2,Human,1,0,0,112,-7.266666666666667,"-15.450349598676931,-16.62018911542829,-15.506459499503562"
7.483333333333333,3,Human,1,0,0,118,-7.483333333333333,"-16.915949635674288,-17.38860122571699,-16.583615209998214"
1.7166666666666666,4,Human,1,1,0,31,-1.7166666666666666,"-4.573250813557399,-4.959663472877729,-4.636825436742885"
2.816666666666667,5,Human,2,0,0,50,-2.816666666666667,"-6.267000279672187,-6.342354482154257,-6.63194778883785"
3.55,6,Human,2,0,0,93,-3.55,"-12.189710829531451,-11.519984662543191,-12.279330513890452"
3.65,7,Human,2,0,0,80,-3.65,"-10.689900169038758,-10.339636389654668,-10.38741960228502"
3.8666666666666667,8,Human,2,1,0,89,-3.8666666666666667,"-9.408640087408656,-9.062681701603376,-10.01602706594123"
5.35,9,Human,2,1,1,64,-5.35,"-13.33949199701646,-15.18439350628428,-14.54641183900885"
7.383333333333334,10,Human,1,0,0,116,-7.383333333333334,"-16.448495363382833,-16.893231057568926,-16.204207517354593"
5.966666666666667,11,Human,0,1,1,113,-5.966666666666667,"-21.422520650451094,-19.90615171652611,-20.107721606782803"
3.8666666666666667,12,Human,2,1,0,91,-3.8666666666666667,"-9.413392153524358,-9.062681701603376,-10.01602706594123"
5.233333333333333,13,Human,1,0,1,123,-5.233333333333333,"-15.296513007889242,-15.384429906757866,-14.576747234792542"
4.8,14,Human,2,0,0,104,-4.8,"-13.985904581161822,-14.18337435577607,-15.17920579106042"
2.1333333333333333,15,Human,0,1,0,64,-2.1333333333333333,"-7.565456098986678,-8.104836149397556,-7.568264262573481"
6.1,16,Human,0,1,1,101,-6.1,"-18.887273740126012,-19.565431436587406,-18.006516653168898"
3.3333333333333335,17,Human,2,1,0,61,-3.3333333333333335,"-7.67749693061285,-7.890891140007749,-8.329178575123004"
4.7,18,Human,2,1,0,116,-4.7,"-11.293753344812046,-11.334515324929644,-12.394864771954756"
2.1166666666666667,19,Human,0,1,0,88,-2.1166666666666667,"-9.06065949389609,-8.92476631357707,-9.520181587224318"
5.0,20,Human,0,1,1,84,-5.0,"-17.280911700538873,-16.407775184795966,-17.56270700756652"
5.566666666666666,21,Human,1,0,0,69,-5.566666666666666,"-10.016133253016406,-11.726492871200056,-10.748837551922366"
7.383333333333334,22,Human,1,0,0,126,-7.383333333333334,"-16.594978102837366,-17.360668353880435,-16.27622485586391"
2.05,23,Human,0,1,0,85,-2.05,"-9.114550955177931,-9.015256132066714,-8.487181793838879"
3.65,24,Human,2,0,0,77,-3.65,"-10.682156995510947,-10.35815275271903,-10.417676655843636"
5.016666666666667,25,Human,0,1,1,79,-5.016666666666667,"-16.8596748336844,-15.928916129694194,-17.553065873663602"
7.583333333333333,26,Human,1,1,1,105,-7.583333333333333,"-19.443714699939033,-20.830733806735847,-19.73476135214485"
4.166666666666667,27,Human,2,0,1,100,-4.166666666666667,"-11.607167480705112,-11.563358968215432,-12.082315306520814"
4.433333333333334,28,Human,2,1,0,102,-4.433333333333334,"-9.921430708681665,-9.735776423339367,-10.613875603491051"
2.7333333333333334,29,Human,0,1,0,102,-2.7333333333333334,"-9.92846160319019,-9.854995842415672,-10.054889199478554"
6.166666666666667,30,Human,2,0,0,154,-6.166666666666667,"-17.421571322920666,-18.115450924252844,-18.088927802115705"
2.85,31,Human,0,0,1,77,-2.85,"-8.168070018428116,-8.044436079593416,-7.944820976432072"
5.05,32,Human,0,1,1,74,-5.05,"-14.871671920092558,-14.403778470325028,-13.246539596165132"
3.1333333333333333,33,Human,2,0,1,65,-3.1333333333333333,"-5.488309707419049,-5.621750682307389,-6.658615955110082"
5.633333333333334,34,Human,2,0,0,108,-5.633333333333334,"-14.484422403250957,-16.236593918362487,-16.002748469218595"
5.3,35,Human,1,0,1,123,-5.3,"-15.383096407107946,-15.498132625827926,-14.951479472463006"
4.916666666666667,36,Human,0,1,1,86,-4.916666666666667,"-17.145429116136395,-16.305656435748194,-17.49129217505798"
2.75,37,Human,0,0,0,64,-2.75,"-7.543313894746615,-7.0307496696000555,-7.115882859738878"
2.2,38,Human,0,1,0,65,-2.2,"-8.416687727686346,-8.296723108041146,-8.424215973060344"
6.1,39,Human,0,1,1,109,-6.1,"-21.925206399286537,-20.340222624268595,-20.574930679442282"
3.65,40,Human,1,1,0,112,-3.65,"-11.348118201896288,-11.406853334536914,-11.48109003694234"
4.816666666666666,41,Human,2,1,0,106,-4.816666666666666,"-10.23420034305641,-10.406247352780495,-11.495368340430653"
2.8833333333333333,42,Human,0,0,1,70,-2.8833333333333333,"-8.25127728776543,-8.131166878933133,-8.070592333789548"
6.35,43,Human,1,1,1,96,-6.35,"-15.394755171429814,-16.44835736778158,-16.900979536498966"
2.066666666666667,44,Human,0,1,0,93,-2.066666666666667,"-9.4935031853957,-9.140627686340379,-9.978883143152231"
4.2,45,Human,2,0,1,96,-4.2,"-11.728244278053655,-11.664373404039207,-12.208658534282858"
5.0,46,Human,0,0,0,116,-5.0,"-16.55544532628835,-16.889904558389883,-16.3296650638808"
4.616666666666666,47,Human,2,0,0,96,-4.616666666666666,"-13.781786481667822,-13.82590700541858,-14.982324694352457"
4.116666666666666,48,Human,2,0,1,110,-4.116666666666666,"-12.20106539273404,-11.9856107336279,-12.363213639660865"
4.016666666666667,49,Human,1,0,1,92,-4.016666666666667,"-9.481434661073797,-9.389636548090577,-8.994365342434152"
6.183333333333334,50,Human,0,1,1,98,-6.183333333333334,"-19.673826724508025,-19.69185909456565,-18.69140118900797"
2.75,51,Human,0,1,0,108,-2.75,"-10.976465507526756,-10.949817919453995,-10.287837792512743"
2.0833333333333335,52,Human,2,0,1,46,-2.0833333333333335,"-4.810451761786165,-4.630696380062764,-4.905533707332795"
3.05,53,Human,1,1,0,80,-3.05,"-8.367105757433157,-8.751176121000286,-9.10039565900176"
5.05,54,Human,0,1,1,75,-5.05,"-16.77169798765127,-15.330598850427062,-16.64968502750216"
2.9166666666666665,55,Human,0,0,1,70,-2.9166666666666665,"-8.327738421931588,-8.232765343004685,-8.143507242938256"
2.95,56,Human,2,0,1,81,-2.95,"-8.307994270713689,-7.930049130236502,-8.348398797831814"
8.05,57,Human,1,0,0,134,-8.05,"-16.306680555646167,-17.498949956770183,-16.26370122599811"
2.183333333333333,58,Human,0,1,0,64,-2.183333333333333,"-8.292065535161735,-8.243596136712164,-7.772238476343829"
5.25,59,Human,1,0,1,119,-5.25,"-15.370249441446965,-15.462497735383842,-14.644533005819214"
1.7666666666666666,60,Human,0,0,0,39,-1.7666666666666666,"-5.872157011001404,-5.437408015920993,-5.975491250018577"
6.566666666666666,61,Human,1,1,1,79,-6.566666666666666,"-15.80966363563447,-17.18931013334486,-17.691483071899487"
